"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"2140891",131913,96,0,1684635,1686131,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,0,0,2001-08-28,"87","84","54","12","3","4","NULL","3",2001,8,28,0,0,1,0,"baseline"
"2141459",131915,96,0,1435949,1435973,17962,"TWA",34080003,66,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.8563,2001-07-13,"87","84","48","16","3","4","NULL","3",2001,7,13,0,0,1,0,"baseline"
"2142027",131916,96,0,1435915,1435939,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,24.4583,-81.8407,2001-07-13,"87","85","45","15","3","3","NULL","3",2001,7,13,0,0,1,0,"baseline"
"2142595",131917,96,0,1436120,1436144,17962,"TWA",34080021,53,0,3408,3,"NULL",17962,"N",1,34080021,3408,3,24.6232,-81.9822,2001-07-24,"86","84","44","15","2","4","NULL","1",2001,7,24,0,0,1,0,"baseline"
"2143163",131921,96,0,1781133,1782638,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,0,0,2002-03-10,"75","73","48","14","3","4","NULL","3",2002,3,10,0,0,1,0,"baseline"
"2143731",131922,96,0,1781072,1782577,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,0,0,2002-03-10,"74","73","51","15","3","4","NULL","3",2002,3,10,0,0,1,0,"baseline"
"2144299",131923,96,0,1781323,1782828,17962,"TWA",34080004,82,0,3408,3,"NULL",17962,"N",1,34080004,3408,3,0,0,2002-03-15,"76","74","40","15","2","3","NULL","3",2002,3,15,0,0,1,0,"baseline"
"2144867",131925,96,1,1781226,1782731,17962,"TWA",34080004,64,0,3408,3,"NULL",17962,"N",1,34080004,3408,3,0,0,2002-03-14,"75","73","40","16","3","3","NULL","3",2002,3,14,1,0,2,1,"baseline"
"2145435",131927,96,0,1780117,1781622,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,0,0,2002-01-14,"73","73","44","16","2","3","NULL","3",2002,1,14,0,0,1,0,"baseline"
"2146003",131928,96,0,1780224,1781729,17962,"TWA",34080004,53,0,3408,3,"NULL",17962,"N",1,34080004,3408,3,0,0,2002-01-14,"73","73","48","15","2","4","NULL","3",2002,1,14,0,0,1,0,"baseline"
"2146571",131929,96,0,1781605,1783110,22547,"TWA",34080004,54,0,3408,3,"NULL",22547,"N",1,34080004,3408,3,0,0,2002-01-04,"73","73","48","15","2","4","NULL","3",2002,1,4,0,0,1,0,"baseline"
"2147139",131930,96,1,1780018,1781523,17962,"TWA",34080001,64,0,3408,3,"NULL",17962,"N",1,34080001,3408,3,0,0,2001-12-20,"78","77","52","15","3","3","NULL","3",2001,12,20,1,0,2,1,"3408000120122001"
"2147707",131931,96,0,1780059,1781564,17962,"TWA",34080001,53,0,3408,3,"NULL",17962,"N",1,34080001,3408,3,0,0,2001-12-20,"78","77","49","16","3","4","NULL","3",2001,12,20,0,0,1,0,"3408000120122001"
"2148275",131932,96,0,1780260,1781765,17962,"TWA",34080004,53,0,3408,3,"NULL",17962,"N",1,34080004,3408,3,0,0,2001-12-14,"78","76","40","15","2","3","NULL","2",2001,12,14,0,0,1,0,"baseline"
"2148843",131933,96,0,1780315,1781820,17962,"TWA",34080001,66,0,3408,3,"NULL",17962,"N",1,34080001,3408,3,0,0,2001-12-11,"79","77","43","15","3","3","NULL","2",2001,12,11,0,0,1,0,"baseline"
"2149411",131934,96,0,1780374,1781879,17962,"TWA",34080003,66,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,0,0,2001-12-14,"77","76","44","16","2","4","NULL","2",2001,12,14,0,0,1,0,"baseline"
"2149979",131935,96,0,1508786,1508811,17962,"TWA",34080023,53,0,3408,3,"NULL",17962,"N",1,34080023,3408,3,24.4738,-81.7442,2001-08-14,"87","84","52","15","3","4","NULL","2",2001,8,14,0,0,1,0,"baseline"
"2150547",131938,96,0,1436552,1436576,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.8563,2001-06-26,"86","84","48","16","3","4","NULL","3",2001,6,26,0,0,1,0,"baseline"
"2151115",131939,96,0,1436354,1436378,17962,"TWA",34080019,53,0,3408,3,"NULL",17962,"N",1,34080019,3408,3,24.4433,-81.9325,2001-06-16,"84","82","51","10","3","4","NULL","1",2001,6,16,0,0,1,0,"340800191662001"
"2151683",131941,96,0,1436247,1436271,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.8563,2001-06-12,"84","84","51","15","3","3","NULL","3",2001,6,12,0,0,1,0,"baseline"
"2152251",131942,96,0,1436304,1436328,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,24.4583,-91.8407,2001-06-12,"84","84","48","16","3","4","NULL","3",2001,6,12,0,0,1,0,"baseline"
"2152819",131943,96,0,1436603,1436627,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.8563,2001-06-29,"87","84","51","15","4","3","NULL","2",2001,6,29,0,0,1,0,"baseline"
"2153387",131944,96,0,1436140,1436164,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,24.4583,-81.8407,2001-07-06,"87","84","46","15","3","4","NULL","3",2001,7,6,0,0,1,0,"baseline"
"2153955",131945,96,0,1436191,1436215,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.8563,2001-07-06,"87","84","53","17","4","3","NULL","3",2001,7,6,0,0,1,0,"baseline"
"2154523",131946,96,0,1508726,1508751,17962,"TWA",34080003,53,0,3408,3,"NULL",17962,"N",1,34080003,3408,3,24.449,-81.855,2001-08-10,"87","84","37","15","4","4","NULL","3",2001,8,10,0,0,1,0,"baseline"
"2155091",131947,96,0,1508918,1508943,17962,"TWA",34080008,53,0,3408,3,"NULL",17962,"N",1,34080008,3408,3,24.4583,-81.8407,2001-08-10,"87","84","41","16","3","3","NULL","3",2001,8,10,0,0,1,0,"baseline"
"2155659",132077,96,1,1855624,1857586,3110,"TWA",32010005,64,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-04-28,"77","0","60","10","2","1","NULL","2",2002,4,28,1,0,2,1,"baseline"
"2156227",132084,96,0,1506759,1506784,20339,"TWA",34030009,53,0,3403,3,"NULL",20339,"N",1,34030009,3403,3,0,0,2001-07-03,"0","0","60","14","4","4","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2156795",132092,96,0,1855574,1857536,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-04-29,"75","0","60","11","2","1","NULL","3",2002,4,29,0,0,1,0,"320100052942002"
"2157363",132093,96,0,1855648,1857610,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-05-01,"77","0","60","12","2","1","NULL","2",2002,5,1,0,0,1,0,"baseline"
"2157931",132094,96,0,1855720,1857682,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.941,-80,2002-05-04,"80","0","90","16","3","1","NULL","3",2002,5,4,0,0,1,0,"baseline"
"2158499",132095,96,0,1855684,1857646,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-05-03,"0","0","60","15","2","1","NULL","3",2002,5,3,0,0,1,0,"baseline"
"2159067",132097,96,0,1855799,1857761,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-05-10,"79","0","90","9","2","1","NULL","2",2002,5,10,0,0,1,0,"320100051052002"
"2159635",132098,96,0,1855758,1857720,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80,2002-05-09,"79","0","60","8","2","1","NULL","2",2002,5,9,0,0,1,0,"32010005952002"
"2160203",132099,96,0,1855844,1857806,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80,2002-04-20,"78","0","60","15","2","1","NULL","3",2002,4,20,0,0,1,0,"320100052042002"
"2160771",132100,96,1,1855882,1857844,3110,"TWA",32010005,64,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80,2002-04-19,"79","0","45","14","1","1","NULL","2",2002,4,19,1,0,2,1,"320100051942002"
"2161339",132101,96,1,1855909,1857871,3110,"TWA",32010005,64,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80,2002-04-18,"79","0","60","13","2","1","NULL","3",2002,4,18,1,0,2,1,"baseline"
"2161907",132107,96,0,1590142,1590178,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-04,"84","32","75","10","3","1","NULL","2",2001,9,4,0,0,1,0,"32010005492001"
"2162475",132108,96,0,1590189,1590225,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-03,"84","32","60","10","3","1","NULL","2",2001,9,3,0,0,1,0,"32010005392001"
"2163043",132109,96,0,1590235,1590271,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-02,"83","32","75","9","3","1","NULL","2",2001,9,2,0,0,1,0,"32010005292001"
"2163611",132110,96,0,1590278,1590314,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-01,"83","32","60","9","3","1","NULL","2",2001,9,1,0,0,1,0,"32010005192001"
"2164179",132111,96,0,1417909,1417923,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-13,"82","0","60","15","2","1","NULL","2",2001,6,13,0,0,1,0,"320100051362001"
"2164747",132112,96,0,1417955,1417969,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-15,"83","0","60","17","3","1","NULL","3",2001,6,15,0,0,1,0,"320100051562001"
"2165315",132113,96,0,1417768,1417782,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-09,"80","0","75","12","3","1","NULL","2",2001,6,9,0,0,1,0,"32010005962001"
"2165883",132114,96,0,1417818,1417832,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-11,"80","0","60","13","2","1","NULL","2",2001,6,11,0,0,1,0,"320100051162001"
"2166451",132115,96,0,1417715,1417729,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-08,"80","0","90","11","3","1","NULL","3",2001,6,8,0,0,1,0,"32010005862001"
"2167019",132116,96,0,1589996,1590032,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-05,"84","32","90","11","3","1","NULL","2",2001,9,5,0,0,1,0,"32010005592001"
"2167587",132117,96,0,1590092,1590128,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-06,"84","32","60","11","2","1","NULL","2",2001,9,6,0,0,1,0,"32010005692001"
"2168155",132118,96,0,1590051,1590087,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-07,"83","32","60","13","3","1","NULL","2",2001,9,7,0,0,1,0,"baseline"
"2168723",132119,96,0,1589952,1589988,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-09-10,"84","32","60","15","2","1","NULL","2",2001,9,10,0,0,1,0,"baseline"
"2169291",132120,96,0,1855935,1857897,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2002-04-25,"79","79","60","8","1","1","NULL","2",2002,4,25,0,0,1,0,"baseline"
"2169859",132121,96,1,1855998,1857960,4572,"TWA",32010005,64,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2002-04-27,"80","80","60","10","1","1","NULL","2",2002,4,27,1,0,2,1,"baseline"
"2170427",132125,96,0,1795862,1797370,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2002-04-01,"75","0","40","12","2","1","NULL","3",2002,4,1,0,0,1,0,"baseline"
"2170995",132126,96,0,1795886,1797394,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2002-03-19,"73","0","45","12","1","1","NULL","3",2002,3,19,0,0,1,0,"baseline"
"2171563",132127,96,0,1797450,1798958,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2002-01-20,"76","0","45","14","1","1","NULL","2",2002,1,20,0,0,1,0,"baseline"
"2172131",132130,96,0,1856017,1857979,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2002-04-29,"76","76","60","11","2","1","NULL","3",2002,4,29,0,0,1,0,"320100052942002"
"2172699",132133,96,0,1855959,1857921,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2002-04-20,"79","79","60","15","1","1","NULL","1",2002,4,20,0,0,1,0,"320100052042002"
"2173267",132134,96,0,1417865,1417879,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-12,"80","0","60","14","3","1","NULL","2",2001,6,12,0,0,1,0,"baseline"
"2173835",132135,96,0,1418050,1418064,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-21,"83","0","75","9","2","1","NULL","2",2001,6,21,0,0,1,0,"320100052162001"
"2174403",132136,96,0,1418002,1418016,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-20,"82","0","75","8","2","1","NULL","2",2001,6,20,0,0,1,0,"320100052062001"
"2174971",132137,96,0,1417577,1417591,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9418,-80.073,2001-06-22,"83","0","75","10","2","1","NULL","2",2001,6,22,0,0,1,0,"320100052262001"
"2175539",132143,96,0,2041343,2043309,4104,"TWA",33010103,53,0,3301,3,"NULL",4104,"E",1,33010103,3301,3,0,0,2002-06-09,"81","80","38","10","3","8","NULL","1",2002,6,9,0,1,1,0,"baseline"
"2176107",132146,96,0,2164058,2166033,4104,"TWA",33010009,53,0,3301,3,"NULL",4104,"E",1,33010009,3301,3,0,0,2002-09-01,"85","84","42","11","3","7","NULL","2",2002,9,1,0,1,1,0,"baseline"
"2176675",132154,96,1,1419778,1419792,3217,"TWA",33010073,64,0,3301,3,"NULL",3217,"E",1,33010073,3301,3,0,0,2001-06-08,"80","75","40","12","4","7","NULL","2",2001,6,8,1,1,2,1,"baseline"
"2177243",132155,96,1,1419522,1419536,3217,"TWA",33010073,64,0,3301,3,"NULL",3217,"E",1,33010073,3301,3,0,0,2001-06-09,"78","73","45","9","3","8","NULL","1",2001,6,9,1,1,2,1,"baseline"
"2177811",132156,96,0,1419465,1419479,3217,"TWA",33010130,66,0,3301,3,"NULL",3217,"E",1,33010130,3301,3,0,0,2001-06-09,"78","73","45","11","3","7","NULL","1",2001,6,9,0,1,1,0,"baseline"
"2178379",132161,96,0,1419581,1419595,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-06-10,"78","75","55","10","4","6","NULL","1",2001,6,10,0,1,1,0,"baseline"
"2178947",132162,96,0,1419377,1419391,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-06-12,"80","79","80","10","4","8","NULL","2",2001,6,12,0,1,1,0,"baseline"
"2179515",132165,96,0,1442263,1442287,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-07-06,"83","83","60","11","3","7","NULL","2",2001,7,6,0,1,1,0,"baseline"
"2180083",132174,96,0,1442481,1442505,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-07-08,"83","83","65","11","3","6","NULL","2",2001,7,8,0,1,1,0,"baseline"
"2180651",132175,96,0,1442343,1442367,3217,"TWA",33010130,53,0,3301,3,"NULL",3217,"E",1,33010130,3301,3,0,0,2001-07-11,"83","83","60","10","5","8","NULL","2",2001,7,11,0,1,1,0,"baseline"
"2181219",132177,96,1,1441915,1441939,3217,"TWA",33010124,64,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2001-07-11,"83","83","60","10","5","7","NULL","2",2001,7,11,1,1,2,1,"baseline"
"2181787",132179,96,0,1442184,1442208,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2001-07-12,"83","83","60","9","4","7","NULL","2",2001,7,12,0,1,1,0,"baseline"
"2182355",132182,96,0,1442104,1442128,3217,"TWA",33010130,53,0,3301,3,"NULL",3217,"E",1,33010130,3301,3,0,0,2001-07-13,"83","81","60","10","4","8","NULL","2",2001,7,13,0,1,1,0,"baseline"
"2182923",132205,96,0,1744855,1746360,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-11-23,"78","78","70","10","3","7","NULL","2",2001,11,23,0,1,1,0,"baseline"
"2183491",132206,96,0,1744808,1746313,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2001-11-23,"78","78","60","12","3","7","NULL","2",2001,11,23,0,1,1,0,"baseline"
"2184059",132207,96,0,1744422,1745927,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2001-12-30,"76","76","32","9","5","11","NULL","2",2001,12,30,0,1,1,0,"baseline"
"2184627",132208,96,0,1744649,1746154,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2001-12-30,"76","76","65","10","5","7","NULL","2",2001,12,30,0,1,1,0,"baseline"
"2185195",132210,96,0,1744452,1745957,3217,"TWA",33010122,53,0,3301,3,"NULL",3217,"E",1,33010122,3301,3,0,0,2001-12-31,"76","76","60","10","5","8","NULL","2",2001,12,31,0,1,1,0,"baseline"
"2185763",132213,96,0,1744924,1746429,3217,"TWA",33010073,53,0,3301,3,"NULL",3217,"E",1,33010073,3301,3,0,0,2002-01-02,"75","75","45","10","4","7","NULL","1",2002,1,2,0,1,1,0,"baseline"
"2186331",132214,96,0,1744351,1745856,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-01-02,"75","75","50","11","4","7","NULL","1",2002,1,2,0,1,1,0,"baseline"
"2186899",132215,96,0,1743902,1745407,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-01-05,"75","75","50","14","4","7","NULL","1",2002,1,5,0,1,1,0,"baseline"
"2187467",132216,96,0,1743984,1745489,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2002-01-05,"75","75","60","16","4","7","NULL","1",2002,1,5,0,1,1,0,"baseline"
"2188035",132298,96,0,1434945,1434969,18211,"TWA",34030008,53,0,3403,3,"NULL",18211,"N",1,34030008,3403,3,0,0,2001-06-21,"90","84","50","15","2","4","NULL","2",2001,6,21,0,0,1,0,"baseline"
"2188603",132311,96,0,1414326,1414340,12287,"TWA",34030011,53,0,3403,3,"NULL",12287,"E",1,34030011,3403,3,0,0,2001-06-03,"0","0","63","16","3","5","NULL","2",2001,6,3,0,1,1,0,"34030011362001"
"2189171",132312,96,0,1414385,1414399,12287,"TWA",34030009,53,0,3403,3,"NULL",12287,"E",1,34030009,3403,3,0,0,2001-06-03,"0","0","64","14","3","4","NULL","2",2001,6,3,0,1,1,0,"34030009362001"
"2189739",132313,96,0,1414457,1414471,12287,"TWA",34030023,53,0,3403,3,"NULL",12287,"E",1,34030023,3403,3,0,0,2001-06-03,"0","0","59","11","3","4","NULL","2",2001,6,3,0,1,1,0,"34030023362001"
"2190307",132327,96,0,1587943,1587979,14592,"TWA",34030008,53,0,3403,3,"NULL",14592,"N",1,34030008,3403,3,0,0,2001-06-26,"85","85","53","10","4","5","NULL","2",2001,6,26,0,0,1,0,"340300082662001"
"2190875",132329,96,0,1504095,1504120,14592,"TWA",34030009,53,0,3403,3,"NULL",14592,"N",1,34030009,3403,3,0,0,2001-06-25,"86","86","55","14","4","4","NULL","3",2001,6,25,0,0,1,0,"340300092562001"
"2191443",132330,96,0,1431769,1431793,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-06-25,"86","86","55","14","4","4","NULL","3",2001,6,25,0,0,1,0,"340300092562001"
"2192011",132331,96,0,1431904,1431928,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-06-25,"86","85","62","15","3","4","NULL","3",2001,6,25,0,0,1,0,"340300092562001"
"2192579",132332,96,0,1504041,1504066,14592,"TWA",34030009,53,0,3403,3,"NULL",14592,"N",1,34030009,3403,3,0,0,2001-06-25,"86","85","62","15","3","4","NULL","3",2001,6,25,0,0,1,0,"340300092562001"
"2193147",132333,96,0,1431833,1431857,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-06-11,"84","81","56","14","3","4","NULL","3",2001,6,11,0,0,1,0,"340300091162001"
"2193715",132334,96,0,1431705,1431729,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-06-11,"84","84","46","15","3","4","NULL","2",2001,6,11,0,0,1,0,"340300091162001"
"2194283",132335,96,0,1526530,1526555,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-07-01,"86","86","62","15","3","5","NULL","3",2001,7,1,0,0,1,0,"baseline"
"2194851",132336,96,0,1431586,1431610,11677,"TWA",34030018,53,0,3403,3,"NULL",11677,"N",1,34030018,3403,3,0,0,2001-05-29,"82","82","56","15","3","4","NULL","3",2001,5,29,0,0,1,0,"340300182952001"
"2195419",132338,96,0,1431514,1431538,11677,"TWA",34030008,53,0,3403,3,"NULL",11677,"N",1,34030008,3403,3,0,0,2001-06-26,"85","85","54","10","3","5","NULL","3",2001,6,26,0,0,1,0,"340300082662001"
"2195987",132339,96,0,1435580,1435604,20340,"TWA",34030009,53,0,3403,3,"NULL",20340,"N",1,34030009,3403,3,0,0,2001-07-03,"0","0","60","14","4","4","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2196555",132340,96,0,1432101,1432125,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-06-05,"82","82","48","11","3","4","NULL","2",2001,6,5,0,0,1,0,"baseline"
"2197123",132345,96,0,1526647,1526672,20337,"TWA",34030009,53,0,3403,3,"NULL",20337,"N",1,34030009,3403,3,25.009,-80.3737,2001-07-03,"0","0","50","14","4","4","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2197691",132346,96,0,1526675,1526700,20338,"TWA",34030009,53,0,3403,3,"NULL",20338,"N",1,34030009,3403,3,25.009,-80.3737,2001-07-03,"0","0","50","14","4","4","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2198259",132348,96,0,1526619,1526644,20336,"TWA",34030009,53,0,3403,3,"NULL",20336,"N",1,34030009,3403,3,25.009,-80.3737,2001-07-03,"0","0","50","14","4","4","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2198827",132350,96,0,1526731,1526756,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2001-07-14,"84","84","56","14","3","5","NULL","2",2001,7,14,0,0,1,0,"340300091472001"
"2199395",132351,96,0,1526703,1526728,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2001-07-14,"84","84","53","15","3","5","NULL","2",2001,7,14,0,0,1,0,"baseline"
"2199963",132352,96,0,1526444,1526469,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2001-07-18,"84","84","45","15","3","0","NULL","2",2001,7,18,0,0,1,0,"baseline"
"2200531",132353,96,0,1526402,1526427,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2001-07-17,"84","82","45","15","3","5","NULL","2",2001,7,17,0,0,1,0,"340300081772001"
"2201099",132356,96,2,1587861,1587897,11677,"TWA",34030027,64,0,3403,3,"NULL",11677,"N",1,34030027,3403,3,0,0,2001-07-17,"86","79","30","15","5","14","NULL","2",2001,7,17,1,0,3,2,"baseline"
"2201667",132357,96,0,1587694,1587730,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-07-03,"86","86","55","14","4","5","NULL","2",2001,7,3,0,0,1,0,"34030009372001"
"2202235",132359,96,0,1587907,1587943,14592,"TWA",34030009,91,0,3403,3,"NULL",14592,"N",1,34030009,3403,3,0,0,2001-07-29,"85","85","58","9","3","5","NULL","2",2001,7,29,0,0,1,0,"340300092972001"
"2202803",132360,96,0,1587889,1587925,14592,"TWA",34030009,17,0,3403,3,"NULL",14592,"N",1,34030009,3403,3,0,0,2001-07-29,"84","84","27","10","3","4","NULL","1",2001,7,29,0,0,1,0,"340300092972001"
"2203371",132361,96,0,1587357,1587393,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-07-29,"84","84","57","9","2","4","NULL","2",2001,7,29,0,0,1,0,"340300092972001"
"2203939",132362,96,0,1587303,1587339,11677,"TWA",34030009,53,0,3403,3,"NULL",11677,"N",1,34030009,3403,3,0,0,2001-07-29,"84","84","37","11","2","4","NULL","1",2001,7,29,0,0,1,0,"340300092972001"
"2204507",132365,96,0,1431973,1431997,11677,"TWA",34030023,53,0,3403,3,"NULL",11677,"N",1,34030023,3403,3,0,0,2001-06-04,"82","82","51","11","3","5","NULL","3",2001,6,4,0,0,1,0,"34030023462001"
